,Commit Message,IsFix
394,"util: Prevent implicit declaration of function getenv.

With MinGW cross compilation.

Reviewed-by: Brian Paul <brianp@vmware.com>
Reviewed-by: Roland Scheidegger <sroland@vmware.com>
Acked-by: Eric Engestrom <eric@engestrom.ch>
",True
395,"evas svg: code refactoring.

reorder data fields to packing memory fit.
",False
396,"dri: add __DRI_IMAGE_FORMAT_SXRGB8

Add format definition and required plumbing to create images.

Cc: <mesa-stable@lists.freedesktop.org>
Signed-off-by: Tapani Pälli <tapani.palli@intel.com>
Reviewed-by: Lionel Landwerlin <lionel.g.landwerlin@intel.com>
Part-of: <https://gitlab.freedesktop.org/mesa/mesa/merge_requests/3077>
",False
397,"Fix typo

- shourtcut -> shortcut

Change-Id: I9833143f59c0fcddee6f8e6d35c9c1d2424b32c8
Signed-off-by: mk5004.lee <mk5004.lee@samsung.com>
",False
398,"Remove useless converting error logic inside of device APIs

[Version] 0.6.15
[Issue Type] Refactoring

Change-Id: I2ea5565d6b75e88648c493e8afc6f43d39c84fa8
Signed-off-by: Sangchul Lee <sc11.lee@samsung.com>
",False
399,"Fix collective_all_reduce_strategy test failure.

PiperOrigin-RevId: 228754463
",False
400,"Use AddChildWithMargin when add child to FlexLayout

Change-Id: I8f0693e1455f9f5a20908fae6d96c92f4fbe774c
",True
401,"[TF/XLA] Remove the wrapping function XlaTensor::RefCountIsOne

PiperOrigin-RevId: 316510507
Change-Id: I7bbee7208348a1ae43b11671ecd95fe1e104f280
",False
402,"Open source Xtensa HiFi Mini optimizations for TFLite Micro.

PiperOrigin-RevId: 292164409
Change-Id: I7be92dbabac1d167998afb9d451647c63ef2a957
",False
403,"Ensure context is populated for constant tensors

PiperOrigin-RevId: 286059397
Change-Id: Iaa771195df8c1f1cc4dc33a136c6eb75a9181f44
",True
404,"Support hydra mode
",False
405,"Add a hook to skip checking for GCE credentials.

Currently, when attempting to fetch an object from GCS, TF will attempt to
detect the GCE metadata service, and (if available) use the metadata service
for fetching auth tokens.

However, in many environments (such as Colab), all attempts to reach the
metadata service will fail by timing out. TF will valiantly retry, leading to
a situation where calling `tf.io.gfile.exists('gs://some-public-bucket')` will
take almost 700s (!) to finish all retries. Once these retries complete, we
attempt the request with an empty bearer token, and the request succeeds.

Once the request succeeds, TF sets an indefinite expiration time, meaning that
an interactive user can't (say) call `gcloud auth` and try again.

This change addresses this problem by adding a new hook for completely
skipping the GCE credential fetch, in the form of the `$NO_GCE_CHECK`
environment variable. This already exists in other Google auth libraries, eg
the Java client:
  https://github.com/googleapis/google-auth-library-java/blob/999de3b11de320354a8ff80a8dc906723d708cf4/oauth2_http/java/com/google/auth/oauth2/DefaultCredentialsProvider.java#L79
When set to any value (even the empty string), the google auth provider
completely skips attempts to talk to the GCE metadata service. In addition, we
don't set an indefinite expiration time in this case, so that future attempts
to fetch credentials aren't skipped.

Fixes #25463. (At least, provides the hook for Colab to use.)
Offers one potential solution to #25464.

PiperOrigin-RevId: 232800897
",True
406,"panfrost: split index cache into shared part

Split it into shared part since we're going to re-use it in lima.

Reviewed-by: Alyssa Rosenzweig <alyssa.rosenzweig@collabora.com>
Reviewed-by: Boris Brezillon <boris.brezillon@collabora.com>
Signed-off-by: Vasily Khoruzhick <anarsoul@gmail.com>
Part-of: <https://gitlab.freedesktop.org/mesa/mesa/-/merge_requests/4051>
",False
407,"efl_ui_collection_view: support focus

with this commit you can more or less use focus. The only uncaught case
for now is that if the object is not available, no focus can be set.
Navigating with focus on the screen however should be possible.

Differential Revision: https://phab.enlightenment.org/D9969
",False
408,"update libwebm to libwebm-1.0.0.27-361-g81de00c

81de00c Check there is only one settings per ContentCompression
5623013 Fixes a double free in ContentEncoding
93b2ba0 mkvparser: quiet static analysis warnings

Change-Id: Ieaa562ef2f10075381bd856388e6b29f97ca2746
",False
409,"efl_ui_suite: fix test code of grid

Summary:
this test code seemed buggy, we used the iterator *after* the content
was changed. Additionally, we freed the iterator with free instead of
eina_iterator_free.

This fixes test test suite.
Depends on D11123

Reviewers: raster, zmike, cedric, segfaultxavi

Reviewed By: zmike

Subscribers: #reviewers, #committers

Tags: #efl

Differential Revision: https://phab.enlightenment.org/D11124
",True
410,"Avoid maintaining metadata ids outside XPlaneBuilder.

PiperOrigin-RevId: 290353344
Change-Id: Iaac0a68f530c9c4167c93fea63ee2a6e49926adb
",False
411,"[M76 Migration][Remote Access] Fix web editing related IME bugs

This is to fix the following 3 issues:
1. When webview focused out, then focus in, IME focus lost
2. During typing text in word online, IME focus lost
3. Typing Korean in google doc, consonant and vowel were separated

Meraged from tizen 5.5:
https://review.tizen.org/gerrit/#/c/platform/framework/web/chromium-efl/+/204236/
https://review.tizen.org/gerrit/#/c/platform/framework/web/chromium-efl/+/207551/

Change-Id: I948c7e8cdba08f6df75ac3bf530dc216073d6d62
Signed-off-by: shurong.chen <shurong.chen@samsung.com>
",True
412,"elm_button: remove all legacy usage from eo files

this takes the current generated output from eolian for legacy code in
evas and adds it to the tree, then removes legacy references from the
corresponding eo files. in the case where the entire eo file was for
a legacy object, that eo file has been removed from the tree

ref T7724

Reviewed-by: Cedric BAIL <cedric.bail@free.fr>
Differential Revision: https://phab.enlightenment.org/D8135
",False
413,"evas/scale_sample: deduplicate masking code

Summary:
these functions provide identical functionality to the inline blocks

no functional changes
Depends on D8841

Reviewers: Hermet

Reviewed By: Hermet

Subscribers: Hermet, cedric, #reviewers, #committers

Tags: #efl_rendering

Differential Revision: https://phab.enlightenment.org/D8846
",False
414,"intel/fs: Use TEX_LOGICAL whenever implicit lod is supported

Make sure we include compute shaders that have a derivative group
defined.

Reviewed-by: Jason Ekstrand <jason@jlekstrand.net>
",True
415,"Simplify Linalg ABI integration with external function calls.

View descriptors are converted to *pointer to* LLVM struct to avoid ABI issues related to C struct packing. This creates unnecessary complexity and hampers unification with memrefs.
Instead, this CL makes view descriptors convert to LLVM struct (as it was originally) and promotes all structs to pointers right before calling an external function.

PiperOrigin-RevId: 267602693
",False
416,"[Filter/Custom-Easy-C] Prototype of Custom-Easy Tensor Function

This allows to define a custom-filter (C) easily.
This will be especially helpful for C/C++ application writers.
The same approach may be implemented for C#/Java for Tizen.NET and Android app writers.

Change-Id: Id1ff43424283c217c0688e91b919ade99e3cc134
Signed-off-by: MyungJoo Ham <myungjoo.ham@samsung.com>
",False
417,"Updated ReaderInterface and subclasses to use tstring.

This is a part of a larger migration effort for tensorflow::tstring.
See: https://github.com/tensorflow/community/pull/91
PiperOrigin-RevId: 265822025
",False
418,"Fix memory leak

Change-Id: I92fad13704b89f42bccbc90d7e950f3e9cc681ec
Signed-off-by: Yunjin Lee <yunjin-.lee@samsung.com>
",True
419,"clang format fix
",True
420,"iris: Start wiring up on-disk shader cache

This creates the on-disk shader cache data structure, and handles the
build-id keying aspects.  The next commits will fill it out so it's
actually used.

Reviewed-by: Kenneth Graunke <kenneth@whitecape.org>
",False
421,"refactoring: extract Policy containers

Preparing for serialization.

Serialization needs to iterate over db structures. It needs a bit of insight
into the actual types stored.

This extracts Policy container classes from naive_policy_db.cpp.

Change-Id: I51d1ce5c63eef28c58423b0e64ff9f5a2bc5d09c
",False
422,"Revert ""Granularity_read: Fix no-null-terminated string for strlen""

There is no ""no-null-terminated string"" issue after application of patch https://review.tizen.org/gerrit/#/c/platform/core/accessibility/screen-reader/+/219836/

This reverts commit 4e6d9c96ee3942a6b70a813a7b3c7c8a418610c1.

Change-Id: Id9251886a16deb64d5a8a6b440b63d9cc9b6a037
",False
423,"Disable RsaDecryptPkcs1LeadingZero test failing on some Windows (#40760)

",False
424,"mesa: add EXT_dsa glGetVertexArray* 4 functions

The implementation doesn't share much with get.c because:
  * the refactoring needed for get.c to not depend on ctx->Array.VAO would
    be quite large
  * glGetVertexArray* would still need to filter pname to only accept the one
    specified by the spec
  * these functions are getter, the implementation is trivial (the complexity
    is in the correct filtering of pname input)

Reviewed-by: Marek Olšák <marek.olsak@amd.com>
",False
425,"nir: Skip emitting no-op movs from the builder.

Having passes generate these is just making more work for copy
propagation (and thus probably calling more optimization passes)
later.  Noticed while trying to debug nir_opt_algebraic()
top-to-bottom having O(n^2) behavior due to not finding new matches in
replacement code.

Reviewed-by: Ian Romanick <ian.d.romainck@intel.com>
Reviewed-by: Connor Abbott <cwabbott0@gmail.com>
",True
426,"winsys/amdgpu: detect noop dependencies on the same ring correctly

Reviewed-by: Pierre-Eric Pelloux-Prayer <pierre-eric.pelloux-prayer@amd.com>
",True
427,"Add user context to fetching tzplatform_config variable

Change-Id: I45cbea2d73d5c5fd3079df6f0925a8250eb005c4
",True
428,"Disable common UI when custom_ui'ed assistant gets woken up

Change-Id: I72a8381ff47f88f108fb6661f6e7cafa34d202be
",False
429,"Add GATT data batching

Change-Id: Ia8219206cf109e0c177fbfa3a2527fd95258641e
",False
430,"Enable equality split for boosted trees dense.

PiperOrigin-RevId: 260761015
",False
431,"add PLATFORM_WINDOWS to stream_executor\platform\platform.h
",True
432,"radeonsi: remove AMD_DEBUG=sisched option

sisched is not maintained anymore in LLVM.

Reviewed-by: Marek Olšák <marek.olsak@amd.com>
Reviewed-by: Samuel Pitoiset <samuel.pitoiset@gmail.com>
Tested-by: Marge Bot <https://gitlab.freedesktop.org/mesa/mesa/-/merge_requests/4059>
Part-of: <https://gitlab.freedesktop.org/mesa/mesa/-/merge_requests/4059>
",False
433,"Go: Update generated wrapper functions for TensorFlow ops.

PiperOrigin-RevId: 311446541
Change-Id: I40afd0237cbf7947fe620390ff2788dbbb3203e9
",False
434,"Add folding rule and dialect materialization hook for spv.constant

This will allow us to use MLIR's folding infrastructure to deduplicate
SPIR-V constants.

This CL also changed isValidSPIRVType in SPIRVDialect to a static method.

PiperOrigin-RevId: 266984403
",False
435,"elm/slider: avoid emitting double events when range slider value changes

Summary:
in range mode, there are two slider endpoints, but only one event should be
emitted if a change is detected during update

@fix
Depends on D8967

Reviewers: devilhorns

Reviewed By: devilhorns

Subscribers: cedric, #reviewers, #committers

Tags: #efl

Differential Revision: https://phab.enlightenment.org/D8968
",True
436,"Fix scissor clipping issue

- Should consider y-axis inversion for the scissor box

Change-Id: I27d3e0842d0095198caf243d80ce2b2af6825750
",True
437,"Add test for recovering from compile errors w/ TPUStrategy.

PiperOrigin-RevId: 299141525
Change-Id: Ifbea7d2247530ef8d25b9d30fb8fec57a9ad08b5
",False
438,"Update select to support int8.

PiperOrigin-RevId: 232892451
",True
439,"Remove unnecessary log in the npatch-loader

 - GetNPatchData method is allowed that can be called before npatchData is created.(like GetNaturalSize)
 - And, to fail to find cache with the id is not an error too.
 - Therefore, this patch removes the error log from the GetCacheIndexFromId

Change-Id: If88dc611d8e5ad7431ae4485a5cbc8e2e08a4111
Signed-off-by: seungho <sbsh.baek@samsung.com>
",False
440,"Remove extcon_count.c and extcon_count.h

Because they have dependency with products

Change-Id: I1fe49f9b0089f85ad09d4d7c21e5c609195be7eb
Signed-off-by: lokilee73 <changjoo.lee@samsung.com>
",False
441,"st/nine: Refactor volume GetSystemMemPointer

It will make it easier to reuse in another place.

Signed-off-by: Axel Davy <davyaxel0@gmail.com>
",False
442,"Fix for build errors with constexpr TfLiteIntArray.

PiperOrigin-RevId: 313599824
Change-Id: Ia37465dd2f782e234839bdfbe991516d9fc06c40
",True
443,"[tstring] In `SerializeToTString()` use `SerializeWithCachedSizesToArray()`.

This avoids the need to calculate the serialized size of the message twice, and matches the behavior of `MessageLite::SerializeToString()`.

PiperOrigin-RevId: 302527078
Change-Id: Iacbe663ee0271ba04b98eb544719ff684f82b85f
",False
444,"intel/compiler: Mark virtual_grf_interferes and vars_interfere as const

Reviewed-by: Matt Turner <mattst88@gmail.com>
Part-of: <https://gitlab.freedesktop.org/mesa/mesa/-/merge_requests/4012>
",False
445,"TFL TOCO: nit remove unused index variable.

PiperOrigin-RevId: 250081520
",False
446,"Add mutex to ensure thread safety

 - sst_vconf_add_multi_cb()
 - sst_vconf_del_multi_cb()
 - sst_vconf_subscribe()
 - sst_vconf_unsubscribe()

Change-Id: Id23e8dc349e6bde2ef4b3b9b24f61926eb6799d9
Signed-off-by: JinWang An <jinwang.an@samsung.com>
",True
447,"don't acquire lock if the collator has been already created (#24973)

* don't acquire lock if the collator has been already created

* use atomic_compare_exchange_strong instead of __sync_bool_compare_and_swap

* don't try to workaround clang 5.0 bug, just use __atomic_compare_exchange_n
",True
448,"[spirv] Various small code improvements

* Changed SPIR-V types to all use unsigned for member type count and index
* Used the same method name for getting element type and count
* Improved spv.CompositeExtract verification a bit

PiperOrigin-RevId: 257862580
",False
449,"[Maps] Add polylines and polygons (#6136)

* Add Polyline to Map

* Android Polyline rendering

* iOS polyline renderer

* UWP polyline renderer

* Unregister OnPolylineCollectionChanged in Dispose of UWP renderer

* Add MapElement base class

* Update Android MapRenderer with MapElement

* Update UWP MapRenderer with MapElement

* Update iOS MapRenderer with MapElement

* Add polygons

* Tweak functionality of gallery page

* Rename some things in Android renderer

* Made LoadPolyline and LoadPolygon virtual on UWP

* Fix iOS/Mac MapRenderer compile errors
fixes #1673
fixes #5773",False
450,"imgui: bump imgui memory editor copy

Getting rid of a compiler warning :

In file included from ../src/intel/tools/aubinator_viewer.cpp:225:
../src/imgui/imgui_memory_editor.h: In member function ‘void MemoryEditor::DisplayPreviewData(size_t, const u8*, size_t, MemoryEditor::DataType, MemoryEditor::DataFormat, char*, size_t) const’:
../src/imgui/imgui_memory_editor.h:637:16: warning: enumeration value ‘DataType_COUNT’ not handled in switch [-Wswitch]
         switch (data_type)
                ^

Signed-off-by: Lionel Landwerlin <lionel.g.landwerlin@intel.com>
",True
451,"Move the ReturnOp type checks to ReturnOp::verify.

This was left as a TODO in the code.  Move the type verification from
MLFuncVerifier::verifyReturn to ReturnOp::verify.  Since the return operation
can only appear as the last statement of an MLFunction, i.e. where the
surrounding block is the function itself, it is easy to access the function
descriptor (ReturnOp::verify already relies on this).  From the function
descriptor, one can easily access the type information.  Note that this
slightly modifies the error message due to the use of emitOpError instead of a
plain emitError.

Drop the obsolete TODO comment in MLFunction::verify about checking that
""return"" only appears as the last operation of an MLFunction since
ReturnOp::verify explicitly checks for that.
PiperOrigin-RevId: 218347843
",False
452,"mesh: Clean up node.c

This change makes the node initialization a bit easier to follow.
Replace if-else with switch when processing request type, descriptive
function names, more predictable code flow.

Change-Id: Id81f673224878a64d3ff341c7eb574a78bd8be0b
Signed-off-by: Anupam Roy <anupam.r@samsung.com>
",False
453,"Nullable: System.Diagnostics (#23753)

* added nullable annotation for system.Diagnostics

* fixing build errors with nullableFeature branch

* stephen feedback

* annotating files in the shared folder

* removing newline, correxting message and adding comments
",False
454,"elm_code: Pass widget data to _elm_code_widget_fill_line

We already have this looked up in all callers, and the lookup is mind
smashingly heavy.  Just use what we have.

ref T6209

Signed-off-by: Derek Foreman <derek.foreman.samsung@gmail.com>
Reviewed-by: Chris Michael <cp.michael@samsung.com>
Reviewed-by: Mike Blumenkrantz <michael.blumenkrantz@gmail.com>
Differential Revision: https://phab.enlightenment.org/D7694
",False
455,"Use GesvdjBatched on GPU for batches of square matrices up to size 32x32. This substantially speeds up SVD on small matrices on the GPU.
On a Quadro P4000 performing SVD on 1000 16x16 matrices reduces from 0.617s to 0.0135s.

PiperOrigin-RevId: 267036566
",False
456,"Done with changes requested
",False
457,"prepare_app: refactor supplementary group assignment

* use a stack array for syscalls
* stream forbiddenGroups = privilegedGroups \ allowedGroups instead of
  privilegedGroups, making IPC thinner

Change-Id: I343af0052fd90f1ed4fd37d41b7b8c7a1a5a7858
",False
458,"Fix a case where we have a leftover pipe from a process that is not running anymore (#308)

",True
459,"[WASM] Port common WASM instructions for arm Liftoff

This patch adds support to the following WASM instructions for Liftoff on arm:
* missing MVP instructions
* Bulk Memory instructions
* Atomics

Details: http://wiki.vd.sec.samsung.net/display/WEBSOL/Tizen+WASM+Liftoff

This feature must be merged as one patch since this functionality can not be split
into smaller pieces without significant effort to avoid build breaks.

Tests performed (logs under link):
http://wiki.vd.sec.samsung.net/display/WEBSOL/Tizen+WASM+Liftoff#TizenWASMLiftoff-V8testsresults
* V8 test suite
  - TV (arm) - All tests passed
  - Desktop (x64) - All tests passed
  - Emulator (ia32) - No regressions, 11 tests failed even without patch
* WASM POSIX compatibility tests (based on http://posixtest.sourceforge.net/)

Bug: https://cam.sprc.samsung.pl/browse/VDWASM-215
Change-Id: Id64063a9b15589d44b6e9def02fc536eaca0ffb9
Signed-off-by: j.gajownik2 <j.gajownik2@samsung.com>
",False
460,"[NUI] Fix some API to use GetManagedBaseHandleFromNativePtr (#1592)

- Fix GetWindow() using GetManagedBaseHandleFromNativePtr",True
461,"IVGCVSW-3976 Add Quantizer support for LOG_SOFTMAX

Signed-off-by: Sadik Armagan <sadik.armagan@arm.com>
Change-Id: I907f9b585f7ecd079c9cdd3c2edb6c473bf1d215
",False
462,"Add C# binding for Multi Window

Change-Id: I3763c34b9a91fdd82b245b6d5e596a806b29db19
",False
463,"radeonsi: rename rscreen -> sscreen

Reviewed-by: Bas Nieuwenhuizen <bas@basnieuwenhuizen.nl>
",False
464,"pui_sample : add PUI event handlers, creates pui ani handlers @ intial time

Change-Id: I5816552dd45acb1b745b728799ead358149229c3
Signed-off-by: Sung-Jin Park <sj76.park@samsung.com>
",False
465,"Fix the timeout of nasnet test.

PiperOrigin-RevId: 294782893
Change-Id: Iffc97ba7ecb2072fd6d42ba7d9923952b157452d
",False
466,"Update log level

Change-Id: I893fbd2adb6120e5d3bd7f79efea5e907f509120
Signed-off-by: hyunho <hhstark.kang@samsung.com>
",False
467,"add UdtTestDatabase creatiuon script
update manual test readme with more detail on running them
fix minor code oops
",False
468,"Revert ""[Tizen] Add SetParent interface""

This reverts commit 5c7ed5b55c9cc70e3df50e4480b3666b68273f27.
",False
469,"Remove sttd_engine_agent.h from stt_engine.c

stt_engine.c produces the circular dependency problem by including sttd_engine_agent.h.

This patch removes sttd_engine_agent.h from stt_engine.c to remove circular depedency.
To remove sttd_engine_agent.h, this patch also changes and removes some functions in stt_engine.c.

Change-Id: I815660e70d9094f20c8b17f380a5e4e7bc3eb4d2
Signed-off-by: Suyeon Hwang <stom.hwang@samsung.com>
",True
470,"Go: Update generated wrapper functions for TensorFlow ops.

PiperOrigin-RevId: 310110248
Change-Id: I856661a1230f3dbaff0e091e983f19a8438b88e0
",False
471,"fixup! [MemOpt] Optimize the tile buffer size for edge tiles.

Buildbreak fixing in unittest build.

Change-Id: I45536391b0744c875059f06b68e4f38639e01546
Signed-off-by: Aron Kim <aron.kim@samsung.com>
",False
472,"bin/gen_release_notes.py: Fix version detection for .0 release

The previous version is being calculated incorrectly, resulting in
20.0.0 deciding it's version is 19.3.x+1. This fixes that.

Fixes: 3226b12a09bbcbd25526fd6da6257057d26ddb31
       (""release: Add an update_release_calendar.py script"")

Reviewed-by: Eric Engestrom <eric@engestrom.ch>
Part-of: <https://gitlab.freedesktop.org/mesa/mesa/-/merge_requests/4070>
",False
473,"touchpad: don't allow for multifinger tapping after a move

In the current implementation, movements > threshold and timeouts usually move
to HOLD state and continue from there. Where a finger is lifted, we go back
up the diagram into the previous finger count's HOLD state.

The side-effect of this is that a tap of a finger can be counted as tap even
after a movement:

- two fingers down, move to scroll, hold down
- third finger down, third finger up

This sequence triggers an erroneous three-finger tap. Once the motion
threshold is hit by any touch, no finger must trigger 2/3 finger tap events
while any touch is down.

The false tap is only triggered where the new finger can execute a tap without
any other finger changing any property. This can be triggered on the
reporter's Dell Precision 5520 but on most other touchpads, a new finger down
will trigger slight movement, pressure or touch size updates and thus the bug
cannot be triggered.

Fixes #382

Signed-off-by: Peter Hutterer <peter.hutterer@who-t.net>
",True
474,"Make ModifyGraphWithDelegate(TfLiteDelegatePtr) public.

PiperOrigin-RevId: 253180610
",False
475,"Merge all storage tables

Change-Id: I73bd1cc38f136895d52cd918e4c991fa09d43f76
Signed-off-by: Minje Ahn <minje.ahn@samsung.com>
",False
476,"Remove Booting_Done signal broadcasted by deviced

- Booting_Done is broadcasted by systemd

Change-Id: If0607321f3bbe140915744b2283958361d29ea77
Signed-off-by: lokilee73 <changjoo.lee@samsung.com>
",False
477,"ac/surface: use uint16_t for mipmap level pitches

Signed-off-by: Samuel Pitoiset <samuel.pitoiset@gmail.com>
Reviewed-by: Marek Olšák <marek.olsak@amd.com>
",True
478,"[MM][Tizen] Change IPC names

Currently all IPCs have EFL/Tizen tag on them. Since chromium
is not having any media player IPCs, we can drop these tags.

Change-Id: Ib56d40ae339ce1c8c868fbd0e69fdd6b9c5c4a0e
Signed-off-by: Aditya Jha<aditya.jha@samsung.com>
",False
479,"glsl: Check earlier for MaxTextureImageUnits and MaxImageUniforms

Currently the linker do all the work then check for the limits, which
means num_textures and num_images in shader_info may have to store more
than the limit.  This breaks down now since shader_info was packed and
doesn't expect to store larger invalid values.

To fix this, pull the check before we set the counts in shader_info.
Add necessary plumbing to make sure we bail once those errors are
found.

Fixes: 84a1a2578da (""compiler: pack shader_info from 160 bytes to 96 bytes"")
Reviewed-by: Timothy Arceri <tarceri@itsqueeze.com>
",True
480,"Add internal base component API

Change-Id: Iec5367a5bbd74074156388fdefd9a2c9db8c7b67
Signed-off-by: hyunho <hhstark.kang@samsung.com>
",False
481,"Remove designated initializers.

PiperOrigin-RevId: 286436468
Change-Id: I61c4337f54f3a2533a03de65371c2aa1b1a76e5b
",False
482,"doxygen: fix missing endcond tag
",False
483,"freedreno/blitter: Save tessellation state

We have tessellation state now.

Signed-off-by: Kristian H. Kristensen <hoegsberg@google.com>
Acked-by: Eric Anholt <eric@anholt.net>
Reviewed-by: Rob Clark <robdclark@gmail.com>
",False
484,"- Update http_sender api
",False
485,"Add unit test for NMS converter
",False
486,"Remove using assert() in ExternalStorage

Just return error instead of assert.

Change-Id: I0804ec330aa8d7b0d2ea57440b49ff5bae650a79
Signed-off-by: Sangyoon Jang <jeremy.jang@samsung.com>
",True
487,"When canonicalizing only erase the operation after calling the 'fold' hook if replacement results were supplied. This fixes a bug where the operation would always get erased, even if it was modified in place.

PiperOrigin-RevId: 232757964
",True
488,"Enforce threading requirements for GPU delegate

In OpenGL, inference should be called by the same thread used for its creation.

PiperOrigin-RevId: 298725286
Change-Id: Ifd058a458188f090fef5ac9d63905f555b203b43
",True
489,"DSSeat: fix to set DSWaylandKeyboard/Pointer/Touch to DSKeyboard/Pointer/Touch

Change-Id: I37dc46fd44a94db1b5b1b823e4ff416655d21704
Signed-off-by: Sung-Jin Park <sj76.park@samsung.com>
",True
490,"Create CookieManager When Network Service Enable.

In Tizen 6.0, network service is default enable. CookieManager is created
when NetworkContext created, while cookie path is not set by ewk api at
that moment. This patch adds a function to create CookieManager in
NetworkContext after we get cookie path.

Change-Id: Ie43b1f9002dafbb769277392f4262cd79e77e502
Signed-off-by: zhuoyu.qian <zhuoyu.qian@samsung.com>
",False
491,"Reduce cyclomatic complexity of gif loader

Change-Id: I5ad7cf0c589f43c366bb300e2e6398f10012edb5
",False
492,"pan/decode: Check for a number of potential issues

Verify sizes / masks / etc against something logical to cull down the
trace space and automatically guard against a number of potential
hazards.

Signed-off-by: Alyssa Rosenzweig <alyssa.rosenzweig@collabora.com>
",True
493,"Added safe_atoi to avoid unwanted loop because of tainted int 'num'

Change-Id: I2fc79d9b9134cbee1cfdc7887f0effc3570b158a
",True
494,Enhance doc: column oriented -> column-oriented,False
495,"Reduced the calling tpl_surface_validate.

Change-Id: I92d33fba7cc073dc43cf6babc56778a600148b1a
Signed-off-by: Joonbum Ko <joonbum.ko@samsung.com>
",False
496,"Preserve temporary files when verbosity is above 2. This simplifies debugging.

PiperOrigin-RevId: 252164200
",False
497,"Fix typo

Change-Id: I00a62ecbe966cfcabafcb4f8b36cb15230318439
",False
498,"lottie: resolve c++11 compatible problem.

no logical changes.

Change-Id: I5ebeb046824801bead33d8dad75f469eef53ecc2
",False
499,"Revert ""[Tizen] Revert the change for 0x0 size of the actor""

This reverts commit 0d7362eb75780063eac6965e8379e43de1a81031.
",False
500,"Switch log listener printing to use string.c_str() instead of string.data().

PiperOrigin-RevId: 232383289
",True
501,"Remove DEPRECATED connection_set_ethernet_cable_state_chaged_cb() call

connection_set_ethernet_cable_state_chaged_cb() is deprecated and will be removed from next release.
Using connection_set_ethernet_cable_state_changed_cb() instead

Change-Id: Iae867e17dd1feb2389877d16ce2aabf2afbdcd45
Signed-off-by: Nishant Chaprana <n.chaprana@samsung.com>
",False
502,"Sync with latest HAL codes

[Version] 0.1.4
[Issue Type] Sync

Change-Id: I7ab1b2bd783cc0cfeeae7dc104aa7c68006265fc
",False
503,"[ROCm] Fix for the broken ROCm CSB - 191127

The following commit breaks the ROCm CSB

https://github.com/tensorflow/tensorflow/commit/4b4bf4223d50cb28da44f081722520889b72583e

It introduces new functionality (condition number method) and unit-tests to check the same. The unit-tests need support for the complex number types, which is currently not supported on the ROCm platform, and hence the consequent breakage.

The ""fix"" is to skip testing the complex types when running the newly added unit-test on the ROCm platform
",True
504,"virgl/vtest: Use default socket name from protocol header

No functional change as the socket name is the same,
just removing the double definition of the path.

Reviewed-by: Gurchetan Singh <gurchetansingh@chromium.org>
Signed-off-by: Jakob Bornecrantz <jakob@collabora.com>
",False
505,"Remove some CAS cruft (dotnet/coreclr#22576)

* Update comment on SuppressUnmanagedCodeSecurityAttribute.
* Remove unused declsec.h header.

Signed-off-by: dotnet-bot <dotnet-bot@microsoft.com>
",False
506,"gio: fix race condition in GDBusObjectManagerClient

priv->map_object_path_to_object_proxy must be protected to avoid
concurrent access by multiple threads. Move the hash table insertion
into the critical section.

https://bugzilla.gnome.org/show_bug.cgi?id=788368

Change-Id: I0fc7b7ab9edea681cc71b3c36cc0b5cebb6a1cf8
",True
507,"gengrid: modify getenv calls as getenv is expensive calls

Change-Id: I9f7dbd9eeff97d74c645108933fe3e33423cba0e
",False
508,"Update docstring and added a doc example for ""broadcasting"" single padding_values to dataset

Signed-off-by: Yong Tang <yong.tang.github@outlook.com>
",False
509,"a small optimize for get name_to_node directly from ComputeTransitiveFanin
",False
510,"Add Ch.5 of the toy tutorial.

This chapter adds a partial lowering of toy operations, all but PrintOp, to a combination of the Affine and Std dialects. This chapter focuses on introducing the conversion framework, the benefits of partial lowering, and how easily dialects may co-exist in the IR.

PiperOrigin-RevId: 275150649
",False
511,"ecore_evas_wayland: Do not pass negative parameter to close function

Coverity reports that 'fd' here is negative, and close() cannot accept
a negative parameter, so add a check to make sure 'fd' is not negative
before passing to close function.

Fixes CID1420318
",True
512,"- Update build rules for tflite diff to compile for iOS, and avoid compiling flex delegate for iOS.
- Add new method for GenerateTestSpec to generate testspec from TFLite.

PiperOrigin-RevId: 285884997
Change-Id: I803bd619013f7410bd56283a715e46c8719d4810
",False
513,"compat: Update forward compatibility horizon to 2019-02-07

PiperOrigin-RevId: 232826432
",True
514,"DSWaylandZxdgToplevel: implement set_parent

Change-Id: If4e310ceea19cae12bad463d09913d87b85a7086
",False
515,"Fix unParent and rotation bug

1. unParent bug
When SetParnt and unParent are called, internal Window value is not reset.
To fix, the internal window value type is changed the pointer.
2. rotation bug
On rotation callback function, commit resize signal with invalid width.
On SetEglWindowRotation(), wl_egl_window_tizen_set_rotation is called with invalid degree.

Change-Id: I7aa141c5cd1f7e3bd70a3385d02ef81035b4dc78
",True
516,"canvas vector: fix to refresh svg file of vector object.

previously, svg file is not refreshed though the file is changed.

Let changed flag true properly to re-render properly.

@fix

Change-Id: I637fd5ecabb607dbaca6a28da0d46c6738cd22ea
",True
517,"Handle no default arguments in ragged ops

PiperOrigin-RevId: 296914004
Change-Id: I82bfae61dcb3fdc44fe7db6fba172968c86edb75
",True
